answer,query,source
  Of course.  If somebody...,  When?  Maybe?,matthews
  Let me explain.  Let me explain.,  Where would we drop -- where would we drop a nuclear weapon in the Middle East?,matthews
" Somebody hits us within ISIS, you wouldn't fight back with a nuke?",  Let me explain.  Let me explain.,matthews
"  No, no, but you can't say -- first of all, you don't want to say, ""Take everything off the table...""",  No.  To drop a nuclear weapon on a community of people that are...,matthews
  ... because you'd be a bad negotiator if you do that.,"  No, just nuclear.",matthews
"  Look, nuclear should be off the table.  But would there be a time when it could be used, possibly, possibly?",  Just nuclear.,matthews
  Then why are we making them?  Why do we make them?  We had .,"  OK.  The trouble is, when you said that, the whole world heard it.  David Cameron in Britain heard it.  The Japanese, where we bombed them in '45, heard it.  They're hearing a guy running for president of the United States talking of maybe using nuclear weapons.  Nobody wants to hear that about an American president.",matthews
   I was against Iraq.  I'd be the last one to use the nuclear weapon.,"  Because of the old mutual assured destruction, which Reagan hated and tried to get rid of.",matthews
  Because that's sort of like the end of the ball game.,  So can you take it off the table now?,matthews
  I would never say that.  I would never take any of my cards off the table.,  Can you tell the Middle East we're not using a nuclear weapon on anybody?,matthews
  I -- I'm not going to take it off the table.,  How about Europe?  We won't use it in Europe?,matthews
"  No, I don't think so.  But I'm not taking...",  You might use it in Europe?,matthews
  I am not -- I am not taking cards off the table.,"  Well, just say it.  ""I will never use a nuclear weapon in Europe.""",matthews
"  I'm not going to use nuclear, but I'm not taking any cards off the table.",  OK.,matthews
  I think -- I think they're more affected than you might think.,,matthews
 Go ahead.,"  We're back from Green Bay, Wisconsin, the home of Green Bay  -- Wisconsin, Green Bay, with the front-runner for the Republican nomination, Donald Trump.  And we have our first question from the people here.",matthews
  Hi.,  Hi.,matthews
 I was wondering if you could offer a little bit more insight and specific as to what you really hope to change if given the presidency?,"  My name is Quinn  , and my question for you was regarding your immigration reform.",matthews
"  OK.  A very good question, and I think it's a very strong question for me, because from the beginning, I have been very strong on immigration, on stopping illegal immigration.", I was wondering if you could offer a little bit more insight and specific as to what you really hope to change if given the presidency?,matthews
" Just so you understand, I want people to come into this country, I want a lot of people to come into the country, but they have to go through a process, they have to do it legally.  We have to have a strong southern border, drugs are pouring across the border, tremendous problems -- we're having tremendous problems with crime.","  OK.  A very good question, and I think it's a very strong question for me, because from the beginning, I have been very strong on immigration, on stopping illegal immigration.",matthews
" You understand that, everybody understands it.  We're going to have very, very strong borders, we're going to have a wall, it's going to happen.  Mexico is going to pay for the wall.  And Chris will say, ""How are they going to pay?  How are they go to pay?""  And I'll tell you..."," Just so you understand, I want people to come into this country, I want a lot of people to come into the country, but they have to go through a process, they have to do it legally.  We have to have a strong southern border, drugs are pouring across the border, tremendous problems -- we're having tremendous problems with crime.",matthews
"  OK, they will.  You know, when we -- when we lose the...","  No, I just don't think they will, but that's all right.",matthews
  I think a good 35 feet.  It's getting higher all the time.,  How high is this wall going to be lately ?  How high is it...,matthews
 But -- but...,  I think a good 35 feet.  It's getting higher all the time.,matthews
"  ... we either have a country and we have borders, or we don't at all.  But people will come into the country -- a lot of people are going to come into the country, but they're going to come in legally .",  I don't think so.,matthews
" If you had to get here to get a job, you'd get here.  And my question is this, what are we going to do about illegal hiring?  Because the Republicans joined the Democrats and said -- in that bill a couple of years ago, we're going to stop illegal hiring.  If that's the magnet...","  Can I ask you about one question and follow up with that, because it only seems to me you can build a pretty high wall, they'll build a tunnel or whatever, they'll take a boat or get a plane ride, they'll get here.",matthews
  You can do that with e-verify and with...," If you had to get here to get a job, you'd get here.  And my question is this, what are we going to do about illegal hiring?  Because the Republicans joined the Democrats and said -- in that bill a couple of years ago, we're going to stop illegal hiring.  If that's the magnet...",matthews
  I'm for it.  I use it.,"  Oh, are you for it?",matthews
  You know .,  What should be the punishment for hiring some...,matthews
  Well .,"  What should be the punishment for be, really...",matthews
"  Yeah, sure, sure.  You can be very, very strong, it can be a huge financial penalty, it could be beyond a financial penalty.",  You're collaborating with illegal immigrants.,matthews
  They don't want to -- well...,  Why haven't these guys in your party pass it?  Why would they ever pass something like that?,matthews
"  Well, now -- no, no, some of them do, some of them believe in it very strongly, others don't.",  They don't believe in it.,matthews
" You know, I'm using e-verify on just about every job.  At Doral, I'm using it.","  Well, now -- no, no, some of them do, some of them believe in it very strongly, others don't.",matthews
  But I'm using it on -- they're building the old post office on Pennsylvania Avenue.,  Yeah.,matthews
"  That I'm building into, what will soon be a phenomenal hotel.",  Yeah.  Good job.,matthews
"  And I'm using e-verify, and I'm telling you, it works.",  But isn't -- isn't the...,matthews
" You bring in somebody into the country, you give them a free -- you're basically encouraging illegal immigration, because that's why this guy or woman is coming here, right?  Isn't that right?","  But in principle, the person who hires someone illegally -- I'm not talking about leaf-raking out in front of the house or helping to push the snow out of the way.  I'm talking about somebody who hires them to save money on labor.",matthews
"  You can -- yes, and you can solve the problem with e-verify.  And other systems..."," You bring in somebody into the country, you give them a free -- you're basically encouraging illegal immigration, because that's why this guy or woman is coming here, right?  Isn't that right?",matthews
"  Well, I back it, and my party backs it.","  Well, why doesn't your party and you back that?",matthews
"  Many -- well, many people...","  No, they don't.",matthews
"  Well, but many people in the party do that.",  Ryan won't even bring it up on the floor.,matthews
"  Like I said, there are many people...","  Ryan's not -- they're not trustworthy.  They're not bringing it up.  They talk a line about illegal immigration, they want to play these games.",matthews
  And there are many people...,  They like the cheap labor.,matthews
"  Well, they -- they do in one way, but many people don't, they don't want it.",  Don't they?,matthews
" You know, what, labor -- labor is one thing.","  Well, they -- they do in one way, but many people don't, they don't want it.",matthews
"  Chris, we need borders.  We need -- we have a country, we have borders.","  The regular working guy doesn't want it, but the business guys, the corporate leaders want the cheap labor.",matthews
  People are walking across the border like...,  I'm with you.,matthews
  That's it.,"  I like your line, either we have a country or we don't, I'm with you.",matthews
"  You can do that, you can do that.  And I do that on every single job I have.",  But the way to stop illegal immigration is to stop illegal hiring.  It makes economic sense.,matthews
  Hi.,"  Good evening, Mr. Trump.",matthews
  Because I'm going to bring back jobs to this country and people are going to have jobs.  People right now don't have it.,"  I'm Chris Parker .  My question for you is, given recent events with minority protesters at your campaign rallies, can you give me some reasons why a minority voter such as myself would vote for you?",matthews
" You look at African-American youth, 59 percent unemployment.  You go to various places -- you go to Baltimore, you go to all of the -- Oakland, Detroit.  You look that the kind of numbers -- I'm going to bring jobs back.  I'm taking them back from China, I'll bring them back from Mexico -- which, by the way, is eating our lunch, both at the border and with economic development, Chris.",  Because I'm going to bring back jobs to this country and people are going to have jobs.  People right now don't have it.,matthews
" I mean, what they're doing..."," You look at African-American youth, 59 percent unemployment.  You go to various places -- you go to Baltimore, you go to all of the -- Oakland, Detroit.  You look that the kind of numbers -- I'm going to bring jobs back.  I'm taking them back from China, I'll bring them back from Mexico -- which, by the way, is eating our lunch, both at the border and with economic development, Chris.",matthews
"  ... Ford is going there, Nabisco is going there.  Carrier Air Conditioner just announced they're moving to Mexico.",  I know.,matthews
 I will bring back jobs and I'm not going to let people go.  I will make it so that they're going to want to stay here.,"  ... Ford is going there, Nabisco is going there.  Carrier Air Conditioner just announced they're moving to Mexico.",matthews
" Nobody -- nobody contacts Ford, nobody contacts Nabisco or Carrier.  They leave, they leave.  That's the end of it.  We don't fight to keep these companies here.", I will bring back jobs and I'm not going to let people go.  I will make it so that they're going to want to stay here.,matthews
 We're going to fight.  It's going to be jobs.  OK?  Thank you for your question.," Nobody -- nobody contacts Ford, nobody contacts Nabisco or Carrier.  They leave, they leave.  That's the end of it.  We don't fight to keep these companies here.",matthews
  Yeah.,"  Why do you go to China and you see the cranes on a Friday night, they're working, they're building.",matthews
" When -- how are we going to rebuild our cities.  You talk about Penn Station in New York being a dump, LaGuardia being a dumb.","  There cities have seven million people we have never heard of, Hangzhou, Guangxi -- Guangzhou , I forget the pronunciation, but I've been there.  They're unbelievable.",matthews
"  You're right , you're right.",,matthews
"  Right.  And you know why?  Because they are killing us with monetary devaluation, with currency devaluation.","  The countries we beat in World War II all have state of the art stuff, and we're back 70 years.",matthews
  It's true.  It's true.,  No.,matthews
"  But the reason is, our jobs are being taken out, and they're doing it with devaluation.",  Our government -- we are not building here.,matthews
" If you look at what China has done with the devaluation of their currency, they're killing us.","  But the reason is, our jobs are being taken out, and they're doing it with devaluation.",matthews
"  So, it's...",  Right.  But can you stop it?,matthews
"  You know how you stop it?  You stop it by being tough, by saying, you can't do what you're doing.",  How much paper do they got?,matthews
" China is the grand master, they're like a chess master.  They...","  You know how you stop it?  You stop it by being tough, by saying, you can't do what you're doing.",matthews
"  Honestly, because their leaders are smarter than ours.",  All right.  Why are they getting away with it?  Why are they getting away with it -- they're holding about  trillion dollars of our paper.,matthews
"  And they have a -- and on top of that, we don't...",  And they're paying -- they've got our paper.,matthews
"  You know, we owe them right now $1.7 trillion.",  What are they going to do if they dump all of that paper on the world market tomorrow morning?,matthews
  But on top of...,  Right.  What if they don't...,matthews
  We're going to be just fine.,  Suppose they dump all those funds?,matthews
"  You know what?  No, no.  We're going to be just fine.  Look...","  Oh, really?  We're going...",matthews
"  Chris, they're making -- we are going to be absolutely just fine, unless we continue with the program we have right now.","  So, our number one creditor is going to dump us a debtor, and we're going to be just fine.",matthews
"  Do you know, we have a high dollar.  You take a look at what's happening in this country right now.",  Yeah.,matthews
"  People aren't coming here, our high dollar -- which sounds good to people.  Everyone says, oh, that's great.  We have a strong dollar.  We're getting killed worldwide.",  Right.,matthews
"  Manufacturing and even -- you look at tourism and everything else coming into this country, it's not happening.  We're getting absolutely outmaneuvered by devaluation.",  OK.,matthews
  Right.," This bargaining technique of yours is always based on, I don't need this deal, I don't need it.",matthews
"  You don't need them, you don't need them.","  But these existing deals we have with the Middle East, with Israel.",matthews
  You don't need them.  Do you think...,  These existing deals we have with the Middle East...,matthews
  Do you think we have to protect Saudi Arabia?,  You don't need those deals?,matthews
"  Do you think -- no, we don't really need NATO in its current form.",  We don't need NATO?,matthews
" NATO is obsolete, and we're spending disproportionately...","  Do you think -- no, we don't really need NATO in its current form.",matthews
"  We are spending so much money -- well, you know what, we're fracking, and with all of the things that are taking place...",  How about the Middle East?,matthews
  And with all of the oil that Canada has -- Canada has more than almost anybody.,  Yeah.,matthews
"  When you look at what we have, we aren't dependent on that anymore, and we very certainly...",  Yeah.,matthews
"  Look -- look, people have to pay their fair share. A year ago when oil prices were high -- now it's lower, but they're still making a fortune.  Saudi Arabia was making $1 billion a day.","  We don't need Jordan, or the Saudis or the Emirates?  We don't need those countries?",matthews
  And we're defending them and we're getting almost nothing.,  I know.,matthews
  They don't cut deals like I cut deals.  That I can tell you.,"  But you act like you're the only one that can cut a deal, that nobody else would be able to cut a deal.",matthews
  You always have to be able to walk.  You have to be able.,"  And you're willing walk on all these deals, because that's where you win in our deals?  You walk.",matthews
"  Look, NATO is...","  How do you walk from NATO, The Middle East, North Asia, China, all these relationships?  Just drop them all?",matthews
  ... is 68 years old.,  We have old deals we have to stick with.,matthews
"  OK, you have countries that are getting a free ride.  You have countries that benefit from NATO much more than we do.  We don't benefit that much from NATO.",  Yes.,matthews
"  Chris -- Chris, we defend -- of course, why should they, when we give free protection?","  Yeah, yeah.  I just -- I think you can turn down new deals, but all these deals we've had for years, like NATO and relationships with Japan -- Japan doesn't want a nuclear weapon.",matthews
  Wait a minute.  We -- before -- and I'll answer that question.,  You want them to have a nuclear weapon?,matthews
" But we defend -- a lot of people don't even know this.  We spend a fortune on defending Japan.  We spend a fortune on defending Germany, right?",  Wait a minute.  We -- before -- and I'll answer that question.,matthews
  We spend a fortune on defending South Korea.,  Right.,matthews
" Now I order thousands and -- thousands of television sets here, they come from South Korea.",  We spend a fortune on defending South Korea.,matthews
  They make so much.  They're making a fortune.  They're a behemoth.  So is Germany.  Why are we defending them?,  I know.,matthews
"  Yes, but why aren't they reimbursing us?  Why aren't they paying a good portion of the costs?",  Because it's in our interest.,matthews
"  And we'll get it, I'll get it, I'll get it.  I'm the messenger.","  Well, that's fine.  It's a good argument if you can get it.  But if the alternative is we walk...",matthews
  I'll get it.,  If the alternative is we walk...,matthews
  Another messenger won't get that.,  OK.,matthews
" No, they're going to get it -- no, they're going to get it because it's in their best interest.","  They're going to do it because they like you, or they fear we'll walk?",matthews
"  If we have to walk, we have to walk.","  You went -- by the way, you said the other day...",matthews
"  No, what I said is, ""I'll keep it the way it is but they have to pay their fair share.""",  ... about South Korea and Japan maybe having to develop their own nuclear weapons capabilities?,matthews
"  Just so you understand, South Korea is a behemoth.",  Yeah.,matthews
"  They make so much.  The ships of the world, the great ships of the world -- you can't buy televisions anymore unless you go to South Korea  -- other than Sony which is in Japan.",  I know.,matthews
"  I'll tell you -- I'll tell you -- I'll tell what -- the Korean War.  OK, so we compete with South Korea -- I have buildings in South Korea, I get along great with the people in South Korea.  Do you know that the top...","  Yeah.  But you know what, the last time we pulled troops of the 38th parallel, we had a problem, it's the Korean War.  So I really want to -- we shouldn't be pulling troops.",matthews
"  The top people cannot believe -- of course, they didn't know I was going to be running for president -- they used to tell me -- they don't tell me that anymore -- they cannot believe they get away with what they get away with.",  Yeah. You won't if you pull the troops.,matthews
 You know who else?  China.,"  The top people cannot believe -- of course, they didn't know I was going to be running for president -- they used to tell me -- they don't tell me that anymore -- they cannot believe they get away with what they get away with.",matthews
  I had the largest bank in the world in my building pay me lots of rent -- largest in the world.,  Yeah.,matthews
" I know China.  I have the Bank of America building in San Francisco.  I got through China, 1290 over there.",  I had the largest bank in the world in my building pay me lots of rent -- largest in the world.,matthews
"  I've made a lot of money, condos all over the place with China.  I know the Chinese better than anybody.",  I know.,matthews
"  Let me tell you, they can't believe they get away with what they get away with.",  OK.,matthews
"  No, they get away with it, because our leaders don't know what they're doing","  Well, they get away with it because we owe them a couple of trillion dollars.",matthews
" Let's go, young lady?","  OK, look, I'm monopolizing here.",matthews
  Hello.," Let's go, young lady?",matthews
"  OK, well look, I mean, as you know, I'm pro-life.  Right, I think you know that, and I -- with exceptions, with the three exceptions.  But pretty much, that's my stance.  Is that OK?  You understand?","  Hello. I am  and have a question on, what is your stance on women's rights and their rights to choose in their own reproductive health?",matthews
"  Well, I have been pro-life.",  What should the law be on abortion?,matthews
"  Well, you know, they've set the law and frankly the judges -- I mean, you're going to have a very big election coming up for that reason, because you have judges where it's a real tipping point.","  I know, what should the law -- I know your principle, that's a good value.  But what should be the law?",matthews
"  And with the loss the Scalia, who was a very strong conservative...",  I know.,matthews
"  ... this presidential election is going to be very important, because when you say, ""what's the law, nobody knows what's the law going to be.  It depends on who gets elected, because somebody is going to appoint conservative judges and somebody is going to appoint liberal judges, depending on who wins.",  I understand.,matthews
"  Well, a lot of people do understand.",  I know.  I never understood the pro-life position.,matthews
  Which it is.,"  I never understood it.  Because I understand the principle, it's human life as people see it.",matthews
"  Well, it's human life.",  But what crime is it?,matthews
  Look...,"  No, should the woman be punished for having an abortion?",matthews
"  It's a, no, no...",  This is not something you can dodge.,matthews
"  Well, people in certain parts of the Republican Party and Conservative Republicans would say, ""yes, they should be punished.""","  If you say abortion is a crime or abortion is murder, you have to deal with it under law.  Should abortion be punished?",matthews
  I would say that it's a very serious problem.  And it's a problem that we have to decide on.  It's very hard.,  How about you?,matthews
"  I'm going to say -- well, wait.  Are you going to say, put them in jail?  Are you -- is that the  you're talking about?",  But you're for banning it?,matthews
"  I would -- I am against -- I am pro-life, yes.","  Well, no, I'm asking you because you say you want to ban it.  What does that mean?",matthews
"  Well, you know, you will go back to a position like they had where people will perhaps go to illegal places.",  What is ban -- how do you ban abortion?  How do you actually do it?,matthews
  But you have to ban it.,  Yes?,matthews
  Are you Catholic?,"  You banning, they go to somebody who flunked out of medical school.",matthews
  And how do you feel about the Catholic Church's position?,"  Yes, I think...",matthews
"  I know, but do you know their position on abortion?","  Well, I accept the teaching authority of my Church on moral issues.",matthews
  And do you concur with the position?,"  Yes, I do.",matthews
"  No, no, but let me ask you, but what do you say about your Church?","  I concur with their moral position but legally, I get to the question -- here's my problem with it...",matthews
"  Yes, it's really not funny.",  It's not funny.,matthews
" What do you say about your church?  They're very, very strong.","  Yes, it's really not funny.",matthews
"  No, but...","  They're allowed to -- but the churches make their moral judgments, but you running for president of the United States will be chief executive of the United States.  Do you believe...",matthews
  The answer is that there has to be some form of punishment.,"  Do you believe in punishment for abortion, yes or no as a principle?",matthews
"  Yes, there has to be some form.",  For the woman?,matthews
  Let me just tell you -- I don't know.  That I don't know.  That I don't know.,  Ten cents?  Ten years?  What?,matthews
  I don't know.,  Why not?,matthews
"  Because I don't want to -- I frankly, I do take positions on everything else.  It's a very complicated position.",  You take positions on everything else.,matthews
"  But wait a minute, wait a minute.  But the Catholic Church is pro-life.","  But you say, one, that you're pro-life meaning that you want to ban it.",matthews
"  No, no, I am talking about your religion.  Your religion -- I mean, you say that you're a very good Catholic.  Your religion is your life.  Let me ask you this...",  I'm not talking about my religion.,matthews
"  No, no...","  I didn't say very good.  I said I'm Catholic. And secondly, I'm asking -- you're running for President.",matthews
  Chris -- Chris.,  I'm not.,matthews
  I'm not going to do that.,"  I'm asking you, what should a woman face if she chooses to have an abortion?",matthews
  I'm not going to play that game.,  Why not?,matthews
  You have...,  Game?,matthews
  I am pro-life., You said you're pro-life.,matthews
  And so is the Catholic Church pro-life., That means banning abortion.,matthews
  What is the punishment under the Catholic Church?  What is the...,"  But they don't control the -- this isn't Spain, the Church doesn't control the government.",matthews
"  No, no..."," Let me give something from the New Testament, ""Render to Caesar the things that are Caesar's, and to God the things that are God's.""  Don't ask me about my religion.",matthews
  You told me that...,  I'm asking you.  You want to be president of the United States.,matthews
  I have -- I have not determined...,  You tell me what the law should be.,matthews
  I am pro-life.,  Just tell me what the law should be.  You say you're pro-life.,matthews
  With exceptions.  I am pro-life.,  What does that mean?,matthews
 I have not determined what the punishment would be.,  With exceptions.  I am pro-life.,matthews
  Because I haven't determined it.,  Why not?,matthews
"  No, you could ask anybody who is pro-life...","  When you decide to be pro-life, you should have thought of it.  Because...",matthews
  You don't believe in what?,"  OK, here's the problem -- here's my problem with this, if you don't have a punishment for abortion -- I don't believe in it, of course -- people are going to find a way to have an abortion.",matthews
"  OK, fine.  OK, .",  I don't believe in punishing anybody for having an abortion.,matthews
  So you're against the teachings of your Church?,  Of course not.  I think it's a woman's choice.,matthews
  But then you are...,"  I have a view -- a moral view -- but I believe we live in a free country, and I don't want to live in a country so fascistic that it could stop a person from making that decision.",matthews
  I know but I've heard you speaking...,  That would be so invasive.,matthews
  But I've heard you speaking so highly about your religion and your Church.,"  So determined of a society that I wouldn't able -- one we are familiar with.  And Donald Trump, you wouldn't be familiar with.",matthews
"  Your Church is very, very strongly as you know, pro-life.",  Yes.,matthews
  What do you say to your Church?,  I know.,matthews
"  Yes, but you don't live by it because you don't accept it. You can't accept it.  You can't accept it.  You can't accept it.","  I say, I accept your moral authority.  In the United States, the people make the decision, the courts rule on what's in the Constitution, and we live by that.  That's why I say.",matthews
  It will have to be determined.,"  Can we go back to matters of the law and running for president because matters of law, what I'm talking about, and this is the difficult situation you've placed yourself in. By saying you're pro-life, you mean you want to ban abortion.  How do you ban abortion without some kind of sanction?  Then you get in that very tricky question of a sanction, a fine on human life which you call murder?",matthews
  It will have to be determined.,"  A fine, imprisonment for a young woman who finds herself pregnant?",matthews
"  Well, it hasn't -- it hasn't -- different feelings, different people.  I would say no.",  What about the guy that gets her pregnant?  Is he responsible under the law for these abortions?  Or is he not responsible for an abortion?,matthews
" Congratulations, Grandpa.","  Welcome back to Green Bay, Wisconsin for our exclusive town hall with Donald Trump.  We're here at the University of Wisconsin Green Bay.  More now from our audience.",matthews
  Thank you.," Congratulations, Grandpa.",matthews
  Theodore.  Theodore James.,  Theodore right?,matthews
  Right.,  Speaking of being pro-life...,matthews
"  Well, the courts have decided so that's really not a subject that's come up.  But the courts have decided.  I would have preferred states making the decision.  But the courts have decided.","  Mr. Trump, I'm Dana Strom , and my question for you is, could you provide us a little bit of your position on the right to marry for gays and lesbians as well as if you'll continue the fight for equality for those individuals.",matthews
"  I would say that I'm going to go by the laws of the courts and the courts said -- really, it's very much up in flux right now, but I'll go by the laws.","  Just a quick furthermore, could you maybe talk about how you might increase equality for people of the transgender community?",matthews
  Hi.,  Next question.  Go ahead.,matthews
"  I get this question more than any other question when I'm with young college students.  And they are absolutely up to their neck in debt and they can't get jobs when they graduate, even if they're good students in many cases, and they don't know what to do.  They're really stuck and we're going to work on a plan where it's going to be extensions, where it's going to be very low interest.  We're going to work on it because something has to be done.","  Hi, Mr. Trump.  My name is Kris Coulter .  I'm wondering what your plan is for addressing rising college tuition costs and student loan debt.  Would you support something as aggressive as, say, student loan forgiveness?",matthews
" Chris, I get that question...","  I get this question more than any other question when I'm with young college students.  And they are absolutely up to their neck in debt and they can't get jobs when they graduate, even if they're good students in many cases, and they don't know what to do.  They're really stuck and we're going to work on a plan where it's going to be extensions, where it's going to be very low interest.  We're going to work on it because something has to be done.",matthews
"  ... more than any other question is what are we going to do about student debt.  It's an enormous problem in this country.  And the biggest part of the problem is they graduate from college, good colleges, and they can't get jobs.  So we're going to work on it.",  I know.,matthews
  Yes?,  Yeah.,matthews
  Good.,  My name is Elana Colt .  And I'm a retired veteran.,matthews
"  Well, I really announced and I'm going to be announcing some at the end of this week.  I have announced a whole list.  I gave it out last week.  And we have Waleed Faris and some tremendous people.  And frankly, as far as the vets as concerned, I thought when you started saying vet, I thought you were going to ask me another question because the vets in this country are being treated horribly.",  And I'm just wondering who your top military advisers are and who your top veteran's affairs adviser is?,matthews
"  When you talk about illegal immigration, you're talking about they're being treated worse in many cases than illegal immigrants.  And we are going to straighten that out.  We're going to straighten it out fast.  What's going on, it's corrupt, the Veteran's Administration and it's incompetently run.",  I agree.,matthews
" So I can tell you, as a vet, you're going to be very, very happy with  Trump.","  When you talk about illegal immigration, you're talking about they're being treated worse in many cases than illegal immigrants.  And we are going to straighten that out.  We're going to straighten it out fast.  What's going on, it's corrupt, the Veteran's Administration and it's incompetently run.",matthews
"  OK, thank you.",  Thank you very much.,matthews
  Thank you.,"  Mr. Trump, welcome to Green Bay and Chris .",matthews
"  Well, first of all, congratulations.  Fourteen years as mayor of Green Bay, that's a great honor.  But I -- I will tell you, I think that generally speaking, I agree.  We have some very hard issues.  We talk about them.  I would much rather talk about the issues than the kind of things that are brought up, but things get brought up.  And sometimes, they get brought up because it's me, and sometimes, they get brought up for a lot of other reasons.","  As a fellow politician, we're -- some of us are embarrassed about the decorum of this campaign and just the attitudes and the flavor that this has taken.  So I'm wondering what you can do, as the front-runner of the Republican Party, to really elevate the issues and get away from some of this pettiness we've been experiencing?",matthews
 But I think it's very important that we elevate the conversation and I agree with you 100 percent.  I would much rather be discussing nuclear and all of the other issues that we're discussing than the kind of things that you're referring to.,"  Well, first of all, congratulations.  Fourteen years as mayor of Green Bay, that's a great honor.  But I -- I will tell you, I think that generally speaking, I agree.  We have some very hard issues.  We talk about them.  I would much rather talk about the issues than the kind of things that are brought up, but things get brought up.  And sometimes, they get brought up because it's me, and sometimes, they get brought up for a lot of other reasons.",matthews
  Good.,  Good.  My name is Shuana Fraylick .  I'm a professor here at the Communication Department.,matthews
"  I think that as far as drug legalization, we talk about marijuana, and in terms of medical, I think I am basically for that.  I've heard some wonderful things in terms of medical.  I'm watching Colorado very carefully to see what's happening out there.  I'm getting some very negative reports, I'm getting some OK reports.  But I'm getting some very negative reports coming out of Colorado as to what's happening, so we'll see what happens.","  So my question for you is around prison reform.  What do you see needs to be reformed with our prison system?  And with that, what do you think about drug legalization playing into the reform?",matthews
"  think a lot of people are really looking at Colorado  for prison reform.  I think our -- as you know, our prison system is a disaster, it's complete disaster all over the country.  Almost everything we have, Chris, if you want to know the truth, is a disaster.","  I think that as far as drug legalization, we talk about marijuana, and in terms of medical, I think I am basically for that.  I've heard some wonderful things in terms of medical.  I'm watching Colorado very carefully to see what's happening out there.  I'm getting some very negative reports, I'm getting some OK reports.  But I'm getting some very negative reports coming out of Colorado as to what's happening, so we'll see what happens.",matthews
 has done great.,  Really?,matthews
"  If you take a look, our military has been depleted, our rights are not being taken care of.  I mean, we have a lot of problems.  OK.  but as far as...", has done great.,matthews
"  Other people -- other people have problems, too.  By the way, with prisons...",  Why does everybody want to come here if we're not great?  Everybody in the world wants to come here and everybody does better in this country than where they came from.  Everybody.,matthews
  ... I do think we can do a lot of privatizations and private prisons.  It seems to work a lot better.,  I think we're better than that.,matthews
"  mean -- I mean does anybody trust anybody that's high to do anything?  I mean, I'm serious about this.","  What are the problems you've heard about Colorado?  Because a lot of people wonder about who do you want smoking dope.  I mean, do you want your train conductor, the bus driver, the airplane pilot?  No.  What do you want?  Maybe the guy who teaches philosophy might be OK.",matthews
"  Well, I mean, I hear the same problem...","  mean -- I mean does anybody trust anybody that's high to do anything?  I mean, I'm serious about this.",matthews
"  I hear the same problems.  There's a -- there's a lasting negative impact.  I mean, you do too much of it...",  It's not -- recreational drugs.  What's that mean?,matthews
"  Yes.  I mean, it's a loss...",  The loss of ambition...,matthews
"  There's a loss of something.  So that book has not been written yet, but it's going to be written pretty soon and I'm not hearing very positive things.",  ... that I think is there.,matthews
"  Yes, hi.","  Hi, Mr. Trump.",matthews
"  You know, I -- by the way, I hope not.",  My name is Michael -- my name is Michael Rector .  My question is you're on the record saying that there might be riots in the even that -- that you're not the Republican Party nominee...,matthews
"  They won't be led by me, but there will be a lot of unhappy people.","  No, I -- I hope not too.  My -- my -- I'm asking about that, in fact...",matthews
"  Well, we'll have definitely the largest number of votes no matter what happens.  We'll have definitely the largest number of votes and we'll also have definitely the number of delegates by far.  Nobody's even going to be close.  Will we get to 1237?  I think so.  I do believe we will and I hope we will because it'll be very nice.  I'll do a very good job.  But I think we will.  If we don't, I can't really tell you what happens.","  So -- so in the event that a brokered convention doesn't award the nomination to you, does your campaign have any programs or plans to mitigate violence among your supporters?",matthews
" Look, people are being disenfranchised in this country.  They looked at me as somebody and they look at me as somebody that's going to bring them back.  We haven't had -- you haven't had a real salary increase, if you're a blue-collar worker, in over 12 years.  They're getting -- it's getting worse and worse and worse.  These are smart people.  These are people that have always had good jobs.  Their jobs have been taken away.  They've been sent over to China, Mexico and many other countries and they're not doing as well as they were doing 12 and 15 years ago.","  Well, we'll have definitely the largest number of votes no matter what happens.  We'll have definitely the largest number of votes and we'll also have definitely the number of delegates by far.  Nobody's even going to be close.  Will we get to 1237?  I think so.  I do believe we will and I hope we will because it'll be very nice.  I'll do a very good job.  But I think we will.  If we don't, I can't really tell you what happens.",matthews
" I will bring that back and they know I will bring that back and I'm the only one that's going to bring it back.  I'm the only one that understands the subject, and frankly, I'm the only one that really even talks about the subject.  And I think you're going to have some people that are going to be very, very upset if I'm leading.  Now, if I'm not leading, somebody else has more votes, somebody else has more delegates, that's a different thing."," Look, people are being disenfranchised in this country.  They looked at me as somebody and they look at me as somebody that's going to bring them back.  We haven't had -- you haven't had a real salary increase, if you're a blue-collar worker, in over 12 years.  They're getting -- it's getting worse and worse and worse.  These are smart people.  These are people that have always had good jobs.  Their jobs have been taken away.  They've been sent over to China, Mexico and many other countries and they're not doing as well as they were doing 12 and 15 years ago.",matthews
"But if I'm leading by a lot, and let's say I'm a little bit short of that number, and I told you before, that number's a little bit fictitious because I'm not running against one or two people.  Right now I am.  But for the last six months, we've been running against many, many people.  So it's really a very unfair standard.  But if I'm a little bit short but I'm millions of votes and hundreds of delegates ahead of other people, I think you're going to have some very unhappy people.  I hope nothing bad happens, but I think you're going to have some very, very angry and unhappy people."," I will bring that back and they know I will bring that back and I'm the only one that's going to bring it back.  I'm the only one that understands the subject, and frankly, I'm the only one that really even talks about the subject.  And I think you're going to have some people that are going to be very, very upset if I'm leading.  Now, if I'm not leading, somebody else has more votes, somebody else has more delegates, that's a different thing.",matthews
  I think the...,  What will you be?,matthews
