answer,query,source
 ... By taking the course., ... Thatâ€™s false...,primary11
" Youâ€™re going to see, you donâ€™t know..."," Go ahead, Senator.",primary11
" Youâ€™re going to see, youâ€™re going to see.", ... The Better Business Bureau gave it a â€œDâ€ù minus.,primary11
" ... No, no. Before they had the information...", ... Itâ€™s Senator Rubioâ€™s turn...,primary11
 ... Before they had the information...," ... Go on my website, Marco Rubio.com...",primary11
" ... Before they had the information it got â€” it is right now an â€œAâ€ù, once they had the information..."," ... Senator Rubio, standby, let him finish his point, and then Iâ€™ll give you the floor...",primary11
 ... The only reason that is was a â€œDâ€ù was because we didnâ€™t care â€” we didnâ€™t give them the information..., ...  this anymore.,primary11
 ... When they got the information it became an â€œAâ€ù..., ... A third of the people ...,primary11
 ... Marco you donâ€™t know ..., ... With respect â€” wait. With respect...,primary11
 ... But it was elevated to an â€œAâ€ù...," ... thatâ€™s the last publicly available rating in 2010, and it was the result of a number of complaints they had...",primary11
 ... I can give it to you. I can give it to you tomorrow.., ... Thatâ€™s never been publicly available.,primary11
 ... It was elevated to an â€œAâ€ù.," ... Letâ€™s just bring the viewers up to speed, letâ€™s just bring the viewers up to speed.",primary11
 ... Small business...," Let me just set the record, and then you guys can have at it. There was Trump University, which was a business that you started, and it was marketed...",primary11
 ... Right...," ... to many people, and now there is a class-action of over 5,000 plaintiffs against you, Mr. Trump...",primary11
 ... The lead plaintiff is now getting out of the case because itâ€™s so bad for her...," ... And, it involves veterans, and it involves teachers, and it involves so-called little guys, working class, and lower- working class and middle class who say that they were fleeced, who say that it was as scam. The class has been certified, and in that case you counter-sued the lead plaintiff alleging that you were being defamed. That case was thrown out against her...",primary11
" ... Excuse me, the lead plaintiff signed a letter saying how great it was, and it on tape saying how great it was."," ... But, what happened was...",primary11
 ... Sheâ€™s trying to get out of the case. Sheâ€™s trying to get out of the case...," OK, no, but â€” standby. But, what happened in that case was you counter-sued her. The court threw out your counter-suit, and made you pay almost $800,000 dollars in legal fees of hers, and you made the same argument about 98 percent of the people being happy with Trump University. And, that woman in particular signing a survey saying she liked it while someone was standing over her shoulder...",primary11
" Oh, give me a break... KELLy: ... This is what the Court of Appeals said."," ... And this is what â€” standby, this is what the Court of Appeals found. They said that the plaintiffs against you are like the Madoff victims...",primary11
 Give me a break.KELLY: This is what the court of appeals said.," Oh, give me a break... KELLy: ... This is what the Court of Appeals said.",primary11
 Give me a break., Give me a break.KELLY: This is what the court of appeals said.,primary11
" You know what, letâ€™s see what happens in court. This is a civil case. Very easy to have settled. Could settle it now. Very easy to have settled. Letâ€™s see what happens at the end of a couple years when this case is over, OK?", They found that victims of con artists often sing the praises of their victimizers until they realize they have been fleeced.,primary11
" Yes, it has been going for a long time.", It has been going for five years.,primary11
 Weâ€™ll win the case., I spoke to one of the victims yesterday.,primary11
" One, one of the victims.", I spoke to one of the victims yesterday.,primary11
 I gave many people their money back. RUBIO: Then why donâ€™t you tonight say youâ€™re going to give the money back to everybody who wants...," No, there are several. Obviously there are so many, I canâ€™t talk to them every day. I spoke to one of them, he told me exactly what happened. They signed up for this course because they believed Mr. Trump was this fantastic businessman, that Donald is going to teach them the tricks of the trade. They signed up. They paid $15,000 for this course. They were asked for additional money for this course. If they really wanted the real secrets of success, they had to pay even more money, and so they did. And you know what they got in these courses? Stuff you can pull off of Zillow. When they finally realized what a scam it was, they asked for their money back. And you refused to give them their money back. Why donâ€™t you tonight...",primary11
 Let me just..., I gave many people their money back. RUBIO: Then why donâ€™t you tonight say youâ€™re going to give the money back to everybody who wants...,primary11
" We will see whoâ€™s right at the end of a few years. But all of the â€” almost all of the people, many, many people signed whatâ€™s called the report card at the end, did you like the course, how did you like it. Almost all of them said it was terrific, OK? With letters, with this. Some of them are on tape saying it was terrific. Letâ€™s see what happens at the end of three years."," Let him answer. Go ahead, Mr. Trump.",primary11
" I gave some refunds to people because if they asked for the refunds in a certain period of time, and we gave refunds to people."," With respect, one-third of the plaintiffs in that case demanded refunds. So itâ€™s not the case that 98 percent were...",primary11
 But letâ€™s see what happens at the end of three years. Letâ€™s see whoâ€™s right.," I gave some refunds to people because if they asked for the refunds in a certain period of time, and we gave refunds to people.",primary11
 Itâ€™s called pending litigation., Still a pending litigation.,primary11
" Let me tell you the real con artist. Excuse me. Excuse me. The real con artist is Senator Marco Rubio who was elected in Florida and who has the worst voting record in the United States Senate. He doesnâ€™t go to vote. Heâ€™s absent. He doesnâ€™t go. Now, the people of Florida canâ€™t stand him. He couldnâ€™t get elected dogcatcher. The people of Florida â€” the people of Florida â€” and by the way, I know heâ€™s going to spend $25 million on ads. Without that he wouldnâ€™t have a chance. Heâ€™s 20 points south. The people in Florida wouldnâ€™t elect him dogcatcher. He couldnâ€™t get any â€” heâ€™s right now 21 points down to me. And, you know..."," This is why, because heâ€™s trying to do to the American voter what he did to the people that signed up for this course. Heâ€™s making promises he has no intention of keeping. And it wonâ€™t just be $36,000 that they lose, itâ€™s our country thatâ€™s at stake here. The future of the United States and the most important election in a generation, and heâ€™s trying to con people into giving them their vote just like he conned these people into giving him their money. ",primary11
" ... again, there will be a lot of advertising. Itâ€™s the only thing that might save him. But I doubt it."," Let me tell you the real con artist. Excuse me. Excuse me. The real con artist is Senator Marco Rubio who was elected in Florida and who has the worst voting record in the United States Senate. He doesnâ€™t go to vote. Heâ€™s absent. He doesnâ€™t go. Now, the people of Florida canâ€™t stand him. He couldnâ€™t get elected dogcatcher. The people of Florida â€” the people of Florida â€” and by the way, I know heâ€™s going to spend $25 million on ads. Without that he wouldnâ€™t have a chance. Heâ€™s 20 points south. The people in Florida wouldnâ€™t elect him dogcatcher. He couldnâ€™t get any â€” heâ€™s right now 21 points down to me. And, you know...",primary11
 He scammed the people of Florida. He scammed people. He doesnâ€™t vote. He doesnâ€™t show up for the U.S. Senate. He doesnâ€™t vote. He scammed the people. He defrauded the people of Florida., Iâ€™m coming to you next. But go ahead.,primary11
" You defrauded the people of Florida, little Marco."," Thereâ€™s no â€” as you can see in his answer, itâ€™s always the same thing.",primary11
 That was licensing.," He has defrauding people out of things, and not just â€” and not just, by the way, on the issue of Trump University. He had another development in Mexico that he had nothing to do with except his name on the building. People put money into that building.",primary11
" Oh, stop it."," Megyn, let me ask the voters at home, is this the debate you want playing out in the general election? The stakes in this election are too high. For seven years, millions of Americans, weâ€™ve been struggling, wages have been stagnating, people are hurting, our constitutional rights are under assault. And if we nominate Donald, weâ€™re going to spend the spring, the fall, and the summer with the Republican nominee facing a fraud trial...",primary11
 Itâ€™s just a minor case. Itâ€™s a minor case., ... with Hillary Clinton saying...,primary11
 Itâ€™s a minor civil case.," ... why did you give my campaign and my foundation $100,000?",primary11
 Give me a break., And with Hillary Clinton...,primary11
 Itâ€™s a minor civil case., ... pointing out that he supported her four times in her presidential race.,primary11
" There are many, many civil cases."," Donald, learn not to interrupt. Itâ€™s not complicated.",primary11
 Give me a break.," Count to 10, Donald. Count to 10.",primary11
" CNN spent a lot of money on a poll, just came out. Iâ€™m at 49. Heâ€™s at 15. He tells me about 65 percent of the people. Itâ€™s not 65 percent of the people. If you go by that, 85 percent of the people. Then he goes, we have five. And â€” well, excuse me, I won 10. I won 10 states. If you listen to him, itâ€™s like â€” I won 10 states. Everybody knows that on Super Tuesday Trump was the winner. There wasnâ€™t one person that didnâ€™t say that. Even the two people on your left and right said we did a great job. So how does he take â€” how does he take five and say itâ€™s better than 10?"," All right, Iâ€™ll respond...",primary11
" I am by far the leader. But if you listen to a politician, heâ€™ll try and convince you otherwise."," Go ahead, Senator.",primary11
" No, I donâ€™t. No, I donâ€™t."," All right, well, Donald lives by the polls every day. He tweets about the polls.",primary11
 According to your poll..., All right. Iâ€™m going to let Mr. Trump â€” Iâ€™m going to let â€” let me just...,primary11
" ... I know, but your recent polls have me beating Hillary Clinton, and very, very easily."," Iâ€™m going to let you respond to that, Mr. Trump. Iâ€™m going to then go to you, Governor. Youâ€™re up next.",primary11
" I have nothing to say. I mean, generally speaking, agree with what he said. I would have certainly have rather left it to the states. I was always in favor â€” I was very surprised when they came up with that decision. I would have certainly â€” I would have preferred had it been left to the states and I think most people would have preferred that."," Senator, thank you. Senator Cruz definitely avoided saying your name, but I think he was referring to you and your religious liberty answer. Would you like to respond?",primary11
" No, Iâ€™m a big defender of the Second Amendment. And if you look at whatâ€™s happened, whether itâ€™s in California, where you had the 14 people killed, whether itâ€™s in Paris â€” which, by the way, has the toughest gun laws in the world and 130 people killed. Many, many people in the hospital gravely injured. They will be dying. Many people will be dying in addition. If we had guns, or if they had guns on the other side of the room, with the bullets going in the opposite direction, you would not have had 130 people killed. That I can tell you right now. So Iâ€™m a very, very big supporter of the Second Amendment.", you were once a supporter of an assault weapons ban. So do you think there should be any restrictions on the Second Amendment?,primary11
 I donâ€™t support it anymore. I do not support the ban on assault.," But in 2000, you wrote in your book, â€œI generally oppose gun control, but I support the ban on assault weapons.â€ù",primary11
 I â€” I did not say that. I did not say that.," Well, listen, unlike Donald, I would not support banning firearms. In that instance, Bill Clinton banned many of the most popular firearms in America. And by the way, the study showed that ban did nothing to reduce violent crime. It just took away the Second Amendment rights of law-abiding citizens. And let me point out, you know, it is easy for political candidates to have rhetoric and say, â€œI support the Second Amendment.â€ù But you cannot say that and at the same time say what Donald just said, which is that on the question of Supreme Court nominees he wants to compromise and reach a middle ground with Harry Reid and Chuck Schumer. Thatâ€™s what he said in the last debate.",primary11
 I did not say that., And any justice that Harry Reid and Chuck Schumer sign off on...,primary11
" So weâ€™re listening to the all-talk, no-action politician, and he was the primary supporter of John Roberts, who gave us Obamacare.", Mr. Trump...,primary11
" No, itâ€™s not. You take a look. He was the primary supporter. He pushed John Roberts, and pushed him, and pushed him, and Bush ultimately appointed him. He got appointed. And when it came his time to raise his hand and kill Obamacare, not once, but twice, he let us down, and he did the wrong thing. This is the man that was the primary supporter. And you can read law journal, you can read whatever you want to read â€” Iâ€™ve read plenty of it. There was no stronger supporter of John Roberts than him. And it was a very, very big mistake.", Thatâ€™s flat-out wrong.,primary11
 Not what you say in the op-ed.," Quickly, Senator Cruz. CRUZ: You know, Donald has a tenuous relationship with the truth. I wrote one op-ed supporting President Bushâ€™s nomination after he made it. I would not have made that nomination. But let me point out...",primary11
 That is not what you said in the op-ed., ... if Donald actually cared about...,primary11
" Yeah, I know it is. But itâ€™s not what you said in the op-ed."," But, Donald, please, I know itâ€™s hard not to interrupt. But try.",primary11
 Lyinâ€™ Ted.," Breathe, breathe, breathe.",primary11
" Well, let me just say this. Iâ€™ve gotten to know Marco over a period of time, believe me, he is not a leader. Believe me.", your response.,primary11
" He didnâ€™t answer â€” heâ€™s not a leader. And, frankly, when I say theyâ€™ll do as I tell them, theyâ€™ll do as I tell them. And thatâ€™s very â€” itâ€™s very simple. Itâ€™s very simple. We are in a very dangerous place. We have a depleted military. Totally depleted. We have â€” by the way, our vets are treated horribly. Weâ€™re going to take care of our vets. Weâ€™re going to start taking care of our vets, properly, like we should. But weâ€™re going to build up our military, and weâ€™re going to get the equipment we want, not the equipment thatâ€™s sold to us by somebody that gave him and him and not the governor campaign contributions. OK? Weâ€™re going to get the equipment that the generals and the soldiers want. I will prove to be a great leader. And, you know, itâ€™s very interesting, we talk about the polls. Every single poll when it comes to ISIS and the military and the border say, by far, Trump is the best.", He didnâ€™t interrupt you. Let him talk.,primary11
 Wrong. Wrong.," Yeah, I just want to â€” a couple points. Once again, he was pressed on a policy issue to show his understanding of the foreign policy, and his reaction was just to attack somebody else with a name. Hereâ€™s the bottom line. And Iâ€™m going to repeat it again. The world today is as complicated and as complex as it has been certainly in a very â€” certainly in the lifetime of anybody here today. You indeed do have a lunatic in North Korea with nuclear weapons. You indeed do have the Chinese government taking over the most important shipping lane in the world. And Vladimir Putin, who youâ€™ve expressed admiration for, Donald...",primary11
" He said very good things about me, and I said...", He is now dividing Europe up...,primary11
" Yeah, finish."," All right, Iâ€™m going to finish my statement here.",primary11
" Let me just tell you, first of all, Iâ€™ve been hearing this man so long talking about Putin. Putin said about me â€” I didnâ€™t say about Putin â€” Putin said very nice things about me. And I say very nicely, wouldnâ€™t it be nice if actually we could get along with Russia, we could get along with foreign countries, instead of spending trillions and trillions of dollars? Youâ€™re talking about Flint, Michigan. Youâ€™re talking about places â€” we need to rebuild the infrastructure of our country. Wouldnâ€™t it be nice if we got along with the world, and maybe Russia could help us in our quest to get rid of ISIS, et cetera, et cetera?", And heâ€™s also sowing instability in the Middle East. You have Iran whoâ€™s going to get $100 billion of sanctions relief. You have radical jihadists spreading all over the world. This is a time for seriousness on these issues. You have yet to answer a single serious question about any of this. Will you give us a detailed answer about foreign policy any time youâ€™re asked on it?,primary11
 I think Iâ€™d get along very well with Vladimir Putin. I just think so.," If elected, Trump promised that the dictatorial duo would, quote, â€œmake tyranny great again.â€ù",primary11
 Even if itâ€™s not me? Let me just start off by saying...," Iâ€™m going to ask you a version of the same question. As we saw today with Mitt Romney, the #NeverTrump movement is gaining steam. Some people are talking about contributing millions of dollars to try to stop you. Again today, you raised the possibility that you might run as an independent if you feel youâ€™re treated unfairly by the Republican Party. So Iâ€™m going to phrase the question that the other three people on this stage just got. Can you definitively say tonight that you will definitely support the Republican nominee for president, even if itâ€™s not you?",primary11
" ... OK â€” that Iâ€™m very, very proud of â€” millions and millions of people have come to the Republican Party over the last little while. Theyâ€™ve come to the Republican Party. And by the way, the Democrats are losing people. This is a trend thatâ€™s taking place. Itâ€™s the biggest thing happening in politics, and Iâ€™m very proud to be a part of it. And Iâ€™m going to give them some credit, too, even though they donâ€™t deserve it. But the answer is: Yes, I will."," Thirty seconds, sir.",primary11
" Thank you. I am going to bring jobs back to the United States like nobody else can. Weâ€™re going to fix our very depleted military. Weâ€™re going to take care of our vets. Weâ€™re going to strengthen our borders. And youâ€™re going to be very, very proud of this country in just a few years if Iâ€™m elected president. Thank you.", your closing statement.,primary11
" One of the biggest political events anywhere in the world is happening right now with the Republican Party. Millions and millions of people are going out to the polls and they're voting. They're voting out of enthusiasm. They're voting out of love. Some of these people, frankly, have never voted before -- 50 years old, 60 years old, 70 years old -- never voted before. We're taking people from the Democrat Party. We're taking people as independents, and they're all coming out and the whole world is talking about it. It's very exciting. I think, frankly, the Republican establishment, or whatever you want to call it, should embrace what's happening. We're having millions of extra people join. We are going to beat the Democrats. We are going to beat Hillary or whoever it may be. And we're going to beat them soundly.", Mr. Trump?,primary12
" Because nobody knows the system better than me. I know the H1B. I know the H2B. Nobody knows it better than me. I'm a businessman. These are laws. These are regulations. These are rules. We're allowed to do it. And frankly, because of the devaluations that other countries -- the monetary devaluations that other countries are constantly doing and brilliantly doing against us, it's very, very hard for our companies in this country, in our country, to compete. So I will take advantage of it; they're the laws. But I'm the one that knows how to change it. Nobody else on this dais knows how to change it like I do, believe me."," your critics say your campaign platform is inconsistent with how you run your businesses, noting that you've brought in foreign workers instead of hiring Americans, and your companies manufacture clothing in China and Mexico. Why should voters trust that you will run the country differently from how you run your businesses? ",primary12
" I will. First of all, I think and I know the H1B very well. And it's something that I frankly use and I shouldn't be allowed to use it. We shouldn't have it. Very, very bad for workers. And second of all, I think it's very important to say, well, I'm a businessman and I have to do what I have to do. When it's sitting there waiting for you, but it's very bad. It's very bad for business in terms of -- and it's very bad for our workers and it's unfair for our workers. And we should end it. Very importantly, the Disney workers endorsed me, as you probably read. And I got a full endorsement because they are the ones that said, and they had a news conference, and they said, he's the only one that's going to be able to fix it. Because it is a mess. I think for a period of a year to two years we have to look back and we have to see, just to answer the second part of your question, where we are, where we stand, what's going on. We have to sort of take a strong, good, hard look and come up with plans that work. And we're rushing into things, and we're just -- we're leading with the chin. We're leading with people that don't know what they are doing in terms of our leadership. I'd say a minimum of one year, maybe two years."," I do want to come to you. Will you also in your answer, address how long you think that pause would be and what that pause would look like.",primary12
" Education through Washington, D.C. I don't want that. I want local education. I want the parents, and I want all of the teachers, and I want everybody to get together around a school and to make education great. And it was very interesting, I was with Dr. Ben Carson today, who is endorsing me, by the way, tomorrow morning, and he is...", Education obviously plays a large role when it comes to jobs and the economy. The United States has long been falling behind others in the industrialized world. American students currently rank 27th out of 34 countries in math and 17th in reading. you've called the education standards known as Common Core a disaster. What are your specific objections to Common Core?,primary12
" We were talking. We spoke for over an hour on education. And he has such a great handle on it. He wants competitive schools. He wants a lot of different things that are terrific, including charter schools, by the way, that the unions are fighting like crazy. But charter schools work and they work very well. So there are a lot of things. But I'm going to have Ben very involved with education, something that's an expertise of his."," Education through Washington, D.C. I don't want that. I want local education. I want the parents, and I want all of the teachers, and I want everybody to get together around a school and to make education great. And it was very interesting, I was with Dr. Ben Carson today, who is endorsing me, by the way, tomorrow morning, and he is...",primary12
" You're right, Jake. But it has been taken over by the federal government. It was originally supposed to be that way. And certainly sounds better that way. But it has all been taken over now by the bureaucrats in Washington, and they are not interested in what's happening in Miami or in Florida, in many cases. Now in some cases they would be. But in many cases they are more interested in their paycheck and the big bureaucracy than they are taking care of the children."," OK. But just to clarify, the Common Core standards were developed by the states, states and localities voluntarily adopt them, and they come up with their own curricula to meet those standards. So when you say ""education by Washington, D.C.,"" what do you mean?",primary12
" Well, first of all, I want you to understand that the Democrats, and I've watched them very intensely, even though it's a very, very boring thing to watch, that the Democrats are doing nothing with Social Security. They're leaving it the way it is. In fact, they want to increase it. They want to actually give more. And that's what we're up against. And whether we like it or not, that is what we're up against. I will do everything within my power not to touch Social Security, to leave it the way it is; to make this country rich again; to bring back our jobs; to get rid of deficits; to get rid of waste, fraud and abuse, which is rampant in this country, rampant, totally rampant."," you don't want to raise the retirement age, and you also don't want to cut benefits even for wealthier Americans. But according to the Social Security Administration, unless adjustments are made, Social Security is projected to run out of money within 20 years. So specifically, what would you do to stop that from happening?",primary12
" And it's my absolute intention to leave Social Security the way it is. Not increase the age and to leave it as is. You have 22 years, you have a long time to go. It's not long in terms of what we're talking about, but it's still a long time to go, and I want to leave Social Security as is, I want to make our country rich again so we can afford it. I want to bring back our jobs, I want to do things that will make us, that will bring back GDP... I mean, as an example, GDP was zero essentially for the last two quarters. If that ever happened in China. you would have had a depression like nobody's ever seen before. They go down to 7 percent, 8 percent, and it's a -- it's a national tragedy. We're at zero, we're not doing anything. We've lost our jobs. We've lost everything. We're losing everything. Our jobs are gone, our businesses are being taken out of the country. I want to make America great again and I want to leave Social Security as is. We're going to get rid of waste, fraud, abuse and bring back business."," Well, first of all, I want you to understand that the Democrats, and I've watched them very intensely, even though it's a very, very boring thing to watch, that the Democrats are doing nothing with Social Security. They're leaving it the way it is. In fact, they want to increase it. They want to actually give more. And that's what we're up against. And whether we like it or not, that is what we're up against. I will do everything within my power not to touch Social Security, to leave it the way it is; to make this country rich again; to bring back our jobs; to get rid of deficits; to get rid of waste, fraud and abuse, which is rampant in this country, rampant, totally rampant.",primary12
" Because they don't cover most of the subjects. We're the policemen of the world. We take care of the entire world. We're going to have a stronger military, much stronger. Our military is depleted. But we take care of Germany, we take care of Saudi Arabia, we take care of Japan, we take care of South Korea. We take -- every time this maniac from North Korea does anything, we immediately send our ships. We get virtually nothing. We have 28,000 soldiers on the line, on the border between North and South Korea. We have so many places. Saudi Arabia was making a billion dollars a day, and we were getting virtually nothing to protect them. We are going to be in a different world. We're going to negotiate real deals now, and we're going to bring the wealth back to our country. We owe $19 trillion. We're going to bring wealth back to our country. "," Senator Rubio, I know you want to get in. Hang on one second, I just want to follow up with Mr. Trump. You're talking about waste, fraud and abuse, but an independent bipartisan organization, the Committee For a Responsible Federal Budget, says improper payments like you're talking about, that would only save about $3 billion, but it would take $150 billion to make Social Security solvent. So how would you find that other $147 million?",primary12
" Well, I don't know if he's saying that. Look, I'm just saying very simply we have a country that I've never seen anything like it. I've been going over budgets and looking at budgets. We don't bid things out. We don't bid out, as an example, the drug industry, pharmaceutical industry. They don't go out to bid. They just pay almost as if you walk into a drug store. That's what they're paying. And the reason is they have a fantastic lobby. They take care of all of the senators, the Congressmen. They have great power and they don't bid out. The military is never properly bid. When we go out to military bids, it's not properly bid. And the people that really sell us the product are oftentimes the product we don't want, only because that particular company has political juice, OK? I'm self-funding my campaign. Nobody is going to be taking care of me. I don't want anybody's money. I will tell you something. We're going to go out to bid in virtually every different facet of our government. We're going to save a fortune. "," Senator Rubio says your numbers don't add up. What's your response? Senator Rubio says that your numbers don't add up. What's your response, Mr. Trump?",primary12
" Yes. If you look back to Iowa, Ted did change his view and his stance on ethanol quite a bit. He did and -- at the end. Not full on, but he did change his view in the hopes of maybe doing well. And you know, I think everybody knows that. It was a front page story all over the place, and he did make a change.", Thank you Senator Cruz. would you like to respond?,primary12
" Well, that's fine. First of all, Ted was in favor of amnesty. So there's no question about that. And Sheriff Joe Arpaio recently endorsed me and there's nobody tougher on the borders than Sheriff Joe. And Jeff Sessions, one of the most respected Senator in Washington, an incredible man, also endorsed me. And there's nobody that knows more about the borders than Senator Jeff Sessions. I would say this. We're all in this together. We're going to come up with solutions. We're going to find the answers to things. And so far I cannot believe how civil it's been up here.", OK. I'll let you respond because he mentioned you but then I'm going to move to Governor Kasich. Go ahead.,primary12
" Well, first of all, I don't really think that. I think that I hold views that are very similar to many of the people. We are more inclusive. And if you look at the polls and if you look at the millions of people that have been pouring into the polls, it's, again, the biggest story. You look at all of these people that are coming in, something is happening. I am different in one primary respect, and that's trade. I feel that we have had horrible negotiators, horrible trade deals. The jobs in this country are disappearing, and especially the good jobs. You look at the recent jobs reports, which are really done so that presidents and politicians look good, because all of these people looking for jobs, when they give up, they go home, they give up, and they are considered statistically employed. So that's that. But I will say, trade deals are absolutely killing our country. The devaluations of their currencies by China and Japan and many, many other countries, and we don't do it because we don't play the game. and the only way we're going to be able to do it is we're going to have to do taxes unless they behave. If you don't tax certain products coming into this country from certain countries that are taking advantage of the United States and laughing at our stupidity, we're going to continue to lose businesses and we're going to continue to lose jobs. And if you look at the average worker over the last 12 years, their salary and their pay have gone down, not up. It has gone down. And I think that's why there has been such an outpouring of love to what I'm saying."," Thank you, Governor. Let's take a broader look at the Republican Party now. one of the concerns your opponents have expressed throughout the course of this campaign is the notion that in their estimation you hold views that are at direct odds with Republican Party tradition. How are you looking to fundamentally change the Republican Party as its potential leader? What should the Republican Party stand for in 2016?",primary12
" The 45 percent tax is a threat. It was not a tax, it was a threat. It will be a tax if they don't behave. Take China as an example. I have many friends, great manufacturers, they want to go into China. They can't. China won't let them. We talk about free trade. It's not tree free trade, it's stupid trade. China dumps everything that they have over here. No tax, no nothing, no problems, no curfews , no anything. We can't get into China. I have the best people, manufacturers, they can't get in. When they get in, they have to pay a tremendous tax. The 45 percent is a threat that if they don't behave, if they don't follow the rules and regulations so that we can have it equal on both sides, we will tax you. It doesn't have to be 45, it could be less. But it has to be something because our country and our trade and our deals and most importantly our jobs are going to hell.â€‹â€‹", we'll give you a chance to respond.,primary12
" Jake, I have to say -- honestly, it's just the opposite. What will happen if they don't behave, we will put on a tax of some amount, and it could be a large amount, and we will start building those factories and those plants. Instead of in China, we'll build them here. And people will buy products from here, rather than buying it through China where we're being ripped off. And we have a $505 billion trade deficit right now. So we'll build our factories here and we'll make our own products. And that's the way it should be done. And the way we've been doing it for the last long period of time is our country -- our country is in serious, serious trouble. It's a bubble and it's going to explode, believe me."," Jake, let me be clear what Donald just said. He said that that 45 percent tax is a threat. And mind you, you are paying the tax. It's not China that pays the tax. It's you, the working men and women. So ask yourself at home- How is this helping you? If your wages have been stagnant for 20 years; if you can't pay the bills, how does it help you to have a president come and say, ""I'm going to jack -- I'm going to put a 45 percent tax on diapers when you buy diapers, on automobiles when you buy automobiles, on clothing when you buy clothing."" That hurts you. It's why we've got to get beyond rhetoric of China bad, and actually get to how do you solve the problem. Because this solution would hurt jobs and hurt hard-working taxpayers in America.",primary12
 I mean a lot of them. I mean a lot of them.," Welcome back to the CNN Republican presidential debate in Miami, Florida. let me start with you. Last night, you told CNN quote, ""Islam hates us?"" Did you mean all 1.6 billion Muslims.",primary12
" Well, you know, I've been watching the debate today. And they're talking about radical Islamic terrorism or radical Islam. But I will tell you this. There's something going on that maybe you don't know about, maybe a lot of other people don't know about, but there's tremendous hatred. And I will stick with exactly what I said to Anderson Cooper.", Do you want to clarify the comment at all?,primary12
" Marco talks about consequences. Well, we've had a lot of consequences, including airplanes flying into the World Trade Center, the Pentagon and could have been the White House. There have been a lot of problems. Now you can say what you want, and you can be politically correct if you want. I don't want to be so politically correct. I like to solve problems. We have a serious, serious problem of hate.", Mr. Trump?,primary12
" There is tremendous hate. There is tremendous hate. Where large portions of a group of people, Islam, large portions want to use very, very harsh means. Let me go a step further. Women are treated horribly. You know that. You do know that. Women are treated horribly, and other things are happening that are very, very bad. Now I will say this, there is tremendous hatred. The question was asked, what do you think? I said, there is hatred. Now it would be very easy for me to say something differently. And everybody would say, oh, isn't that wonderful."," Marco talks about consequences. Well, we've had a lot of consequences, including airplanes flying into the World Trade Center, the Pentagon and could have been the White House. There have been a lot of problems. Now you can say what you want, and you can be politically correct if you want. I don't want to be so politically correct. I like to solve problems. We have a serious, serious problem of hate.",primary12
 We better solve the problem before it's too late., thank you.,primary12
" First of all, there's nobody on this stage that's more pro Israel than I am. OK. There's nobody."," I want to follow-up on the quote that Senator Cruz used. You said you would want to be, quote, ""sort of a neutral guy"". He did mention Taylor Force. He was a West Point graduate, he was a war hero. He was a Vanderbilt graduate student. He was killed in a Palestinian terror attack near Tel Aviv, many others were killed. And the Israeli government says the Palestinian authority is inciting this. Do you still want to stay neutral when the Palestinian authority is inciting these attacks.",primary12
 I am pro-Israel.," First of all, there's nobody on this stage that's more pro Israel than I am. OK. There's nobody.",primary12
" I was the grand marshall, not so long ago, of the Israeli Day Parade down 5th avenue. I've made massive contributions to Israel. I have a lot of -- I have tremendous love for Israel. I happen to have a son-in-law and a daughter that are Jewish, OK? And two grandchildren that are Jewish.", I am pro-Israel.,primary12
" But I will tell you, I think if we're going to ever negotiate a peace settlement, which every Israeli wants, and I've spoken to the toughest and the sharpest, they all want peace, I think it would be much more helpful is -- I'm a negotiator. If I go in, I'll say I'm pro-Israel and I've told that to everybody and anybody that would listen. But I would like to at least have the other side think I'm somewhat neutral as to them, so that we can maybe get a deal done. Maybe we can get a deal. I think it's probably the toughest negotiation of all time. But maybe we can get a deal done."," I was the grand marshall, not so long ago, of the Israeli Day Parade down 5th avenue. I've made massive contributions to Israel. I have a lot of -- I have tremendous love for Israel. I happen to have a son-in-law and a daughter that are Jewish, OK? And two grandchildren that are Jewish.",primary12
" And, by the way, just so you understand, as far as Iran, I would have never made that deal. I think it's maybe the world deal I've ever seen. I think it's the worst deal I've ever seen negotiated. I will be so tough on them and ultimately that deal will be broken unless they behave better than they've ever behaved in their lives, which is probably unlikely. That deal will be broken.", Senator Trump...,primary12
" If I become president of the United States, one of the things that will be an absolute priority is number one, protection of Israel, but also seeing if a deal can be made, the toughest deal, the toughest negotiation there probably is of any kind no matter where you look, no matter how hard you look. But I would like to give it a shot. Very, very pro-Israel, nobody more pro-Israel. But I would love to give it a shot. And I have to tell you this, Hugh. I have friend, Israelis, non-Israelis, people from New York City that happen to be Jewish and love Israel, and some are very tough people, every single one of them, they know it's tough, but every single one of them wants to see if we could ever have peace in Israel. And some believe it's possible. It may not be, in which case we'll find out. But it would be a priority if I become president to see what I could do.", Thank you senator. Mr. Trump a response and then we'll go to Governor Kasich.,primary12
" I would listen to the generals, but I'm hearing numbers of 20,000 to 30,000. We have to knock them out fast. Look, we're not allowed to fight. We can't fight. We're not knocking out the oil because they don't want to create environmental pollution up in the air. I mean, these are things that nobody even believes. They think we're kidding. They didn't want to knock out the oil because of what it's going to do to the carbon footprint. We don't fight like we used to fight. We used to fight to win. Now we fight for no reason whatsoever. We don't even know what we're doing.", How many...,primary12
